split,image_path,original_class,disease_label
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0033.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0034.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0036.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0037.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0041.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0042.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0043.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0050.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0054.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0062.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0065.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0067.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0068.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0072.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0079.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0092.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0096.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0110.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0118.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/strawberry anthracnose/strawberry_anthracnose_google_0136.jpg,strawberry anthracnose,anthracnose
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0001.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0002.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0003.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0004.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0005.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0006.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0008.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0009.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0010.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0012.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0013.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0014.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0017.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0020.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0024.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0027.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0031.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0041.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0046.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0047.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0048.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0050.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0051.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0055.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0058.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0059.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0063.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0072.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0085.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0095.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0101.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0122.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0124.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0159.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0166.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Bing_0203.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Google_0007.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Google_0013.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Google_0022.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Google_0029.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Google_0040.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Google_0140.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco brown spot/tobacco_brown_spot_Google_0381.jpg,tobacco brown spot,brown spot
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_10.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_115.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_116.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_128.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_133.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_134.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_160.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_161.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_18.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_19.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_20.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_22.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_229.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_26.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_3.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_311.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_32.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_33.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_35.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_36.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_37.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_4.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_43.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_5.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_51.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_54.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_6.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_61.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_62.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_8.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_9.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_google_0002.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_google_0034.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tobacco mosaic virus/tobacco_mosaic_virus_google_0138.jpg,tobacco mosaic virus,mosaic virus
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_1.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_10.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_104.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_11.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_12.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_122.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_127.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_128.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_14.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_147.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_15.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_153.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_16.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_168.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_169.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_17.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_175.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_176.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_177.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_18.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_184.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_185.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_187.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_198.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_2.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_200.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_22.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_24.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_27.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_28.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_3.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_30.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_31.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_32.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_36.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_4.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_41.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_42.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_44.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_48.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_5.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_51.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_6.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_63.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_64.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_65.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_7.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_70.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_71.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_76.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_77.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_78.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_79.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_80.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_81.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_9.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_97.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_99.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0000.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0004.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0017.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0021.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0034.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0036.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0044.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0050.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0053.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0060.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0061.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0066.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0077.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0087.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0091.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0095.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0103.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0111.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0113.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0144.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0150.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0163.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0188.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0195.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0254.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0262.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0276.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0324.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0338.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0351.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0405.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato bacterial leaf spot/tomato_bacterial_leaf_spot_google_0411.jpg,tomato bacterial leaf spot,bacterial leaf spot
train,data/raw/train/tomato early blight/tomato_early_blight_1.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_10.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_118.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_12.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_120.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_121.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_127.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_13.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_130.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_136.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_140.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_155.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_159.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_160.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_165.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_173.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_177.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_178.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_182.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_189.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_191.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_193.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_2.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_202.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_21.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_210.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_216.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_219.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_221.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_242.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_246.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_25.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_251.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_28.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_287.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_29.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_3.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_316.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_321.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_38.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_39.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_4.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_43.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_53.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_55.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_6.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_62.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_66.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_67.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_671.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_7.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_86.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_89.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_96.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_google_0002.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_google_0003.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_google_0005.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_google_0013.jpg,tomato early blight,early blight
train,data/raw/train/tomato early blight/tomato_early_blight_google_0014.jpg,tomato early blight,early blight
